spacy_uni_precision,nltk_uni_precision,spacy_lcs_precision,nltk_lcs_precision,match_id
0.34,0.34,0.32,0.33,0.0
0.53,0.39,0.44,0.32,1.0
0.26785714285714285,0.25,0.23214285714285715,0.25,2.0
0.358974358974359,0.30128205128205127,0.32051282051282054,0.2692307692307692,3.0
0.34959349593495936,0.3089430894308943,0.3170731707317073,0.2764227642276423,4.0
0.43103448275862066,0.4224137931034483,0.3879310344827586,0.3879310344827586,5.0
0.3883495145631068,0.33980582524271846,0.34951456310679613,0.32038834951456313,6.0
0.34234234234234234,0.3333333333333333,0.2972972972972973,0.2972972972972973,7.0
0.40186915887850466,0.308411214953271,0.32710280373831774,0.2616822429906542,8.0
0.24107142857142858,0.23214285714285715,0.23214285714285715,0.22321428571428573,9.0
0.36065573770491804,0.3770491803278688,0.3524590163934426,0.3524590163934426,10.0
0.37962962962962965,0.3425925925925926,0.3333333333333333,0.3148148148148148,11.0
0.3269230769230769,0.3076923076923077,0.2692307692307692,0.25961538461538464,12.0
0.4028776978417266,0.3669064748201439,0.3597122302158273,0.302158273381295,13.0
0.2692307692307692,0.32051282051282054,0.2564102564102564,0.2948717948717949,14.0
0.22916666666666666,0.19791666666666666,0.1875,0.16666666666666666,15.0
0.3333333333333333,0.3611111111111111,0.2962962962962963,0.3425925925925926,16.0
0.3047619047619048,0.24761904761904763,0.24761904761904763,0.2,17.0
0.41739130434782606,0.34782608695652173,0.3652173913043478,0.2782608695652174,18.0
0.4918032786885246,0.4180327868852459,0.4180327868852459,0.3524590163934426,19.0
0.3464566929133858,0.4015748031496063,0.28346456692913385,0.3700787401574803,20.0
0.35,0.29,0.31,0.27,21.0
0.3953488372093023,0.3488372093023256,0.313953488372093,0.27906976744186046,22.0
0.256,0.28,0.224,0.256,23.0
0.5294117647058824,0.45098039215686275,0.4215686274509804,0.3235294117647059,24.0
0.3114754098360656,0.30327868852459017,0.2786885245901639,0.27049180327868855,25.0
0.3176470588235294,0.3058823529411765,0.25882352941176473,0.24705882352941178,26.0
0.4351851851851852,0.37037037037037035,0.37962962962962965,0.3333333333333333,27.0
0.4117647058823529,0.35294117647058826,0.37254901960784315,0.3235294117647059,28.0
0.3333333333333333,0.3464052287581699,0.2679738562091503,0.2679738562091503,29.0
0.25274725274725274,0.27472527472527475,0.21978021978021978,0.21978021978021978,30.0
0.3048780487804878,0.25609756097560976,0.2804878048780488,0.23170731707317074,31.0
0.312,0.296,0.272,0.248,32.0
0.32298136645962733,0.2236024844720497,0.22981366459627328,0.18012422360248448,33.0
0.23484848484848486,0.25,0.20454545454545456,0.22727272727272727,34.0
0.3883495145631068,0.39805825242718446,0.3592233009708738,0.34951456310679613,35.0
0.39285714285714285,0.35714285714285715,0.33035714285714285,0.32142857142857145,36.0
0.2966101694915254,0.2627118644067797,0.22033898305084745,0.2288135593220339,37.0
0.3106796116504854,0.3592233009708738,0.2912621359223301,0.33980582524271846,38.0
0.42857142857142855,0.35294117647058826,0.3949579831932773,0.31092436974789917,39.0
0.3411764705882353,0.32941176470588235,0.29411764705882354,0.2823529411764706,40.0
0.26785714285714285,0.24107142857142858,0.25,0.24107142857142858,41.0
0.4774774774774775,0.38738738738738737,0.36936936936936937,0.3063063063063063,42.0
0.3049645390070922,0.28368794326241137,0.2695035460992908,0.23404255319148937,43.0
0.3228346456692913,0.2677165354330709,0.2992125984251969,0.2440944881889764,44.0
0.33043478260869563,0.34782608695652173,0.30434782608695654,0.3391304347826087,45.0
0.3137254901960784,0.2549019607843137,0.2647058823529412,0.21568627450980393,46.0
0.3202614379084967,0.32679738562091504,0.2549019607843137,0.2549019607843137,47.0
0.44545454545454544,0.45454545454545453,0.36363636363636365,0.39090909090909093,48.0
0.3620689655172414,0.33620689655172414,0.3448275862068966,0.31896551724137934,49.0
0.3805309734513274,0.35398230088495575,0.30973451327433627,0.2920353982300885,50.0
0.3150684931506849,0.2602739726027397,0.2876712328767123,0.2054794520547945,51.0
0.4,0.4222222222222222,0.34814814814814815,0.34814814814814815,52.0
0.29245283018867924,0.2830188679245283,0.24528301886792453,0.2358490566037736,53.0
0.2736842105263158,0.30526315789473685,0.2631578947368421,0.29473684210526313,54.0
0.3698630136986301,0.2808219178082192,0.3287671232876712,0.2465753424657534,55.0
0.39097744360902253,0.38345864661654133,0.3082706766917293,0.2781954887218045,56.0
0.3,0.23636363636363636,0.2727272727272727,0.2,57.0
0.39361702127659576,0.2765957446808511,0.35106382978723405,0.2553191489361702,58.0
0.43636363636363634,0.34545454545454546,0.38181818181818183,0.3,59.0
0.23308270676691728,0.24812030075187969,0.20300751879699247,0.21052631578947367,60.0
0.3684210526315789,0.3263157894736842,0.30526315789473685,0.29473684210526313,61.0
0.48091603053435117,0.4122137404580153,0.42748091603053434,0.35877862595419846,62.0
0.5040650406504065,0.4878048780487805,0.43089430894308944,0.43089430894308944,63.0
0.35570469798657717,0.3221476510067114,0.2751677852348993,0.2550335570469799,64.0
0.3090909090909091,0.22727272727272727,0.2909090909090909,0.20909090909090908,65.0
0.41346153846153844,0.375,0.375,0.3076923076923077,66.0
0.4,0.29523809523809524,0.3523809523809524,0.24761904761904763,67.0
0.37,0.38,0.32,0.35,68.0
0.37168141592920356,0.2831858407079646,0.3185840707964602,0.24778761061946902,69.0
0.35,0.38,0.3,0.33,70.0
0.3364485981308411,0.3364485981308411,0.27102803738317754,0.2897196261682243,71.0
0.44285714285714284,0.32857142857142857,0.40714285714285714,0.29285714285714287,72.0
0.2684563758389262,0.28187919463087246,0.174496644295302,0.2348993288590604,73.0
0.35344827586206895,0.29310344827586204,0.3103448275862069,0.27586206896551724,74.0
0.4722222222222222,0.3611111111111111,0.4166666666666667,0.3148148148148148,75.0
0.3228346456692913,0.31496062992125984,0.29133858267716534,0.29133858267716534,76.0
0.2857142857142857,0.3516483516483517,0.27472527472527475,0.2967032967032967,77.0
0.4396551724137931,0.3879310344827586,0.39655172413793105,0.3620689655172414,78.0
0.2702702702702703,0.27927927927927926,0.26126126126126126,0.26126126126126126,79.0
0.42201834862385323,0.45871559633027525,0.4036697247706422,0.3853211009174312,80.0
0.3712574850299401,0.281437125748503,0.2754491017964072,0.2275449101796407,81.0
0.2839506172839506,0.2716049382716049,0.24691358024691357,0.24691358024691357,82.0
0.3643410852713178,0.3953488372093023,0.3178294573643411,0.32558139534883723,83.0
0.48936170212765956,0.4574468085106383,0.43617021276595747,0.425531914893617,84.0
0.3333333333333333,0.2972972972972973,0.2702702702702703,0.25225225225225223,85.0
0.28440366972477066,0.27522935779816515,0.26605504587155965,0.26605504587155965,86.0
0.4098360655737705,0.3442622950819672,0.36065573770491804,0.32786885245901637,87.0
0.32967032967032966,0.3516483516483517,0.27472527472527475,0.2857142857142857,88.0
0.3673469387755102,0.35714285714285715,0.3469387755102041,0.336734693877551,89.0
0.3333333333333333,0.26666666666666666,0.3,0.26666666666666666,90.0
0.47863247863247865,0.38461538461538464,0.42735042735042733,0.3333333333333333,91.0
0.2689655172413793,0.25517241379310346,0.2482758620689655,0.22758620689655173,92.0
0.43478260869565216,0.36231884057971014,0.391304347826087,0.3188405797101449,93.0
0.36645962732919257,0.32298136645962733,0.2857142857142857,0.2484472049689441,94.0
0.26373626373626374,0.25274725274725274,0.21978021978021978,0.23076923076923078,95.0
0.46,0.3466666666666667,0.4,0.3,96.0
0.34065934065934067,0.2967032967032967,0.32967032967032966,0.2857142857142857,97.0
0.34234234234234234,0.2702702702702703,0.2882882882882883,0.2072072072072072,98.0
0.26136363636363635,0.2840909090909091,0.23863636363636365,0.26136363636363635,99.0
0.4387755102040816,0.37755102040816324,0.41836734693877553,0.3469387755102041,100.0
0.40816326530612246,0.30612244897959184,0.336734693877551,0.2653061224489796,101.0
0.42063492063492064,0.373015873015873,0.36507936507936506,0.3253968253968254,102.0
0.28313253012048195,0.2891566265060241,0.23493975903614459,0.22289156626506024,103.0
0.368,0.344,0.312,0.24,104.0
0.3581081081081081,0.19594594594594594,0.25,0.17567567567567569,105.0
