recall,precision,f1,module
0.16161616161616163,0.32,0.21476509621188247,spacy
0.15120274914089346,0.44,0.22506393481204343,spacy
0.13829787234042554,0.23214285714285715,0.17333332865422238,spacy
0.18181818181818182,0.32051282051282054,0.23201855686608067,spacy
0.14942528735632185,0.3170731707317073,0.2031249956457521,spacy
0.20930232558139536,0.3879310344827586,0.271903318710125,spacy
0.16143497757847533,0.34951456310679613,0.22085889138300283,spacy
0.10749185667752444,0.2972972972972973,0.15789473294143916,spacy
0.12110726643598616,0.32710280373831774,0.17676767282381906,spacy
0.143646408839779,0.23214285714285715,0.17747439800766474,spacy
0.18695652173913044,0.3524590163934426,0.24431817728886887,spacy
0.16,0.3333333333333333,0.21621621183345519,spacy
0.10256410256410256,0.2692307692307692,0.14854111006311177,spacy
0.20833333333333334,0.3597122302158273,0.26385223809915004,spacy
0.10810810810810811,0.2564102564102564,0.15209125058046247,spacy
0.0962566844919786,0.1875,0.12720847608235852,spacy
0.18604651162790697,0.2962962962962963,0.22857142383265314,spacy
0.1319796954314721,0.24761904761904763,0.17218542592759103,spacy
0.1826086956521739,0.3652173913043478,0.24347825642512086,spacy
0.17465753424657535,0.4180327868852459,0.24637680743727977,spacy
0.18652849740932642,0.28346456692913385,0.22499999521269543,spacy
0.09567901234567901,0.31,0.14622641148985413,spacy
0.09507042253521127,0.313953488372093,0.1459459423777941,spacy
0.13333333333333333,0.224,0.1671641744263757,spacy
0.15693430656934307,0.4215686274509804,0.22872340030160712,spacy
0.192090395480226,0.2786885245901639,0.22742474433306126,spacy
0.08396946564885496,0.25882352941176473,0.12680114903869324,spacy
0.18385650224215247,0.37962962962962965,0.24773413457635482,spacy
0.15637860082304528,0.37254901960784315,0.22028985090762454,spacy
0.18385650224215247,0.2679738562091503,0.21808510155627556,spacy
0.10638297872340426,0.21978021978021978,0.1433691712316133,spacy
0.12041884816753927,0.2804878048780488,0.1684981642952409,spacy
0.11971830985915492,0.272,0.16625916445980127,spacy
0.12542372881355932,0.22981366459627328,0.16228069718615354,spacy
0.14594594594594595,0.20454545454545456,0.17034699829434083,spacy
0.167420814479638,0.3592233009708738,0.22839505739159432,spacy
0.1689497716894977,0.33035714285714285,0.22356495020527384,spacy
0.08843537414965986,0.22033898305084745,0.12621358814544267,spacy
0.14492753623188406,0.2912621359223301,0.19354838265952143,spacy
0.21559633027522937,0.3949579831932773,0.2789317461733396,spacy
0.12690355329949238,0.29411764705882354,0.1773049603276999,spacy
0.14213197969543148,0.25,0.18122976884113084,spacy
0.18222222222222223,0.36936936936936937,0.24404761462319308,spacy
0.1557377049180328,0.2695035460992908,0.19740259276046562,spacy
0.16170212765957448,0.2992125984251969,0.20994474682625694,spacy
0.1912568306010929,0.30434782608695654,0.23489932411940914,spacy
0.12162162162162163,0.2647058823529412,0.16666666235253785,spacy
0.1387900355871886,0.2549019607843137,0.17972349773906868,spacy
0.14925373134328357,0.36363636363636365,0.21164020751378745,spacy
0.1932367149758454,0.3448275862068966,0.247678013972721,spacy
0.20588235294117646,0.30973451327433627,0.24734981852439167,spacy
0.07581227436823104,0.2876712328767123,0.11999999669861232,spacy
0.21658986175115208,0.34814814814814815,0.26704544981679373,spacy
0.09961685823754789,0.24528301886792453,0.14168936918887226,spacy
0.14705882352941177,0.2631578947368421,0.18867924068351738,spacy
0.16608996539792387,0.3287671232876712,0.22068965071274946,spacy
0.14642857142857144,0.3082706766917293,0.1985472111298068,spacy
0.14084507042253522,0.2727272727272727,0.1857585094403283,spacy
0.11301369863013698,0.35106382978723405,0.17098445227415507,spacy
0.1721311475409836,0.38181818181818183,0.23728813130964926,spacy
0.15606936416184972,0.20300751879699247,0.17647058332073146,spacy
0.12554112554112554,0.30526315789473685,0.177914106299635,spacy
0.21705426356589147,0.42748091603053434,0.28791773332214304,spacy
