recall,precision,f1,module
0.18478260869565216,0.34,0.23943661515572312,nltk
0.18840579710144928,0.39,0.25407165684516547,nltk
0.19047619047619047,0.25,0.21621621130752386,nltk
0.22596153846153846,0.30128205128205127,0.2582417533437991,nltk
0.18269230769230768,0.3089430894308943,0.22960724608501207,nltk
0.2538860103626943,0.4224137931034483,0.31715209887035123,nltk
0.18518518518518517,0.33980582524271846,0.23972602283097208,nltk
0.15481171548117154,0.3333333333333333,0.21142856709730623,nltk
0.15207373271889402,0.308411214953271,0.20370369928002602,nltk
0.1452513966480447,0.23214285714285715,0.17869415334065505,nltk
0.21100917431192662,0.3770491803278688,0.2705882306927336,nltk
0.21022727272727273,0.3425925925925926,0.2605633755683397,nltk
0.14414414414414414,0.3076923076923077,0.19631901405999483,nltk
0.2372093023255814,0.3669064748201439,0.28813558845079645,nltk
0.13966480446927373,0.32051282051282054,0.19455252495510916,nltk
0.11728395061728394,0.19791666666666666,0.14728681703263038,nltk
0.23636363636363636,0.3611111111111111,0.2857142809322546,nltk
0.15294117647058825,0.24761904761904763,0.1890909043702481,nltk
0.2185792349726776,0.34782608695652173,0.26845637109927484,nltk
0.20647773279352227,0.4180327868852459,0.2764227598014117,nltk
0.25757575757575757,0.4015748031496063,0.31384614908478115,nltk
0.11328125,0.29,0.16292134427471291,nltk
0.12096774193548387,0.3488372093023256,0.17964071473914456,nltk
0.1881720430107527,0.28,0.22508038104444755,nltk
0.20909090909090908,0.45098039215686275,0.28571428138574906,nltk
0.2215568862275449,0.30327868852459017,0.2560553584430264,nltk
0.12440191387559808,0.3058823529411765,0.17687074418876403,nltk
0.21164021164021163,0.37037037037037035,0.26936026473217023,nltk
0.17142857142857143,0.35294117647058826,0.23076922636834327,nltk
0.25853658536585367,0.3464052287581699,0.2960893805803502,nltk
0.15151515151515152,0.27472527472527475,0.19531249541778578,nltk
0.12280701754385964,0.25609756097560976,0.16600790075708116,nltk
0.16591928251121077,0.296,0.21264367355743835,nltk
0.16143497757847533,0.2236024844720497,0.1874999951303441,nltk
0.2,0.25,0.22222221728395072,nltk
0.20398009950248755,0.39805825242718446,0.26973683762487016,nltk
0.20512820512820512,0.35714285714285715,0.2605863145837092,nltk
0.13191489361702127,0.2627118644067797,0.17563738931698364,nltk
0.19576719576719576,0.3592233009708738,0.2534246529679584,nltk
0.22826086956521738,0.35294117647058826,0.27722771800237456,nltk
0.16470588235294117,0.32941176470588235,0.21960783869281056,nltk
0.16770186335403728,0.24107142857142858,0.19780219296327617,nltk
0.2182741116751269,0.38738738738738737,0.2792207746106005,nltk
0.19138755980861244,0.28368794326241137,0.2285714237601634,nltk
0.17801047120418848,0.2677165354330709,0.21383647318994514,nltk
0.22346368715083798,0.34782608695652173,0.2721088387743533,nltk
0.15384615384615385,0.2549019607843137,0.1918819141248078,nltk
0.22727272727272727,0.32679738562091504,0.2680965099066335,nltk
0.22026431718061673,0.45454545454545453,0.2967359006471837,nltk
0.22285714285714286,0.33620689655172414,0.26804123231893817,nltk
0.22099447513812154,0.35398230088495575,0.27210883880489617,nltk
0.08962264150943396,0.2602739726027397,0.133333329522684,nltk
0.2878787878787879,0.4222222222222222,0.34234233752130516,nltk
0.1485148514851485,0.2830188679245283,0.19480519029094293,nltk
0.18125,0.30526315789473685,0.22745097571703202,nltk
0.19158878504672897,0.2808219178082192,0.22777777295617296,nltk
0.2350230414746544,0.38345864661654133,0.29142856671657147,nltk
0.1625,0.23636363636363636,0.19259258776406046,nltk
0.1187214611872146,0.2765957446808511,0.1661341811009606,nltk
0.2159090909090909,0.34545454545454546,0.26573426100053793,nltk
0.1896551724137931,0.24812030075187969,0.21498370844422762,nltk
0.14553990610328638,0.3263157894736842,0.20129869703259412,nltk
0.25116279069767444,0.4122137404580153,0.31213872361839695,nltk
0.2803738317757009,0.4878048780487805,0.3560830814179926,nltk
0.2171945701357466,0.3221476510067114,0.2594594546487948,nltk
0.14705882352941177,0.22727272727272727,0.17857142380102056,nltk
0.22033898305084745,0.375,0.2775800665118224,nltk
