time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match_x,date,link,match_y,match_day,live_ticker,stage,leg,time_detail
81, Griezmann is withdrawn for Kondogbia as Simeone puts another defensive-minded player into the action. ,substitution,"[' G. Kondogbia ', ' A. Griezmann ']",Atletico Madrid,timer,Atletico Madrid,ATM,Milan,MIL,0 - 1,Atletico madrid Vs Milan,11/24/21,https://www.goal.com/en/match/atletico-madrid-vs-milan/avs81cri92de15i1jswg33pck,Atletico madrid Vs Milan,11/24/21,https://www.goal.com/en/match/atletico-madrid-vs-milan/avs81cri92de15i1jswg33pck,Group Stage,2,Normal Time
81," RONALDO SCORES! Fernandes' corner is cleared, but United keep it alive and Shaw swings a brilliant cross in from the left. Ronaldo is hovering in the middle and gets in front of Palomino to get on the end of it. He thumps his header past Musso from close range to put United ahead. 3-2 United! ",goal,"[' Cristiano Ronaldo ', ' Goal ']",Manchester United,timer,Manchester United,MUN,Atalanta,ATA,3 - 2,Manchester united Vs Atalanta,10/20/21,https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Manchester united Vs Atalanta,10/20/21,https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Group Stage,1,Normal Time
81, Pjanic is brought off for Ucan. ,substitution,"[' S. Ucan ', ' M. Pjanic ']",Besiktas,timer,Besiktas,BJK,Ajax,AJX,1 - 2,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Group Stage,2,Normal Time
81, Vinicius gets to head off early with Madrid's victory now surely in the bag. Hazard gets a runout for Madrid. ,substitution,"[' E. Hazard ', ' Vinicius Junior ']",Real Madrid,timer,Real Madrid,RMA,Internazionale,INT,2 - 0,Real madrid Vs Internazionale,12/07/21,https://www.goal.com/en/match/real-madrid-vs-internazionale/9urc7ivikycv0hy2sgx1g5mok,Real madrid Vs Internazionale,12/07/21,https://www.goal.com/en/match/real-madrid-vs-internazionale/9urc7ivikycv0hy2sgx1g5mok,Group Stage,2,Normal Time
81, Hakimi scythes down Vinicius with a loose challenge and goes into the book. ,yellow_card,"[' A. Hakimi ', ' Yellow Card ']",PSG,timer,Real Madrid,RMA,PSG,PSG,3 - 1,Real madrid Vs Psg,03/09/22,https://www.goal.com/en/match/real-madrid-vs-psg/qf40zsqozdqaqtt4jel4pjbo,Real madrid Vs Psg,03/09/22,https://www.goal.com/en/match/real-madrid-vs-psg/qf40zsqozdqaqtt4jel4pjbo,R16,2,Normal Time
81, Kobel guessed the right way and managed to prevent the spot-kick from going in as he flung himself to his left. ,penalty_save,"[' G. Kobel ', ' Penalty Save ']",Borussia Dortmund,timer,Sporting CP,SCP,Borussia Dortmund,BVB,3 - 1,Sporting cp Vs Borussia Dortmund,11/24/21,https://www.goal.com/en/match/sporting-cp-vs-borussia-dortmund/2waepmdsbj6ut3zijhmyyxous,Sporting cp Vs Borussia Dortmund,11/24/21,https://www.goal.com/en/match/sporting-cp-vs-borussia-dortmund/2waepmdsbj6ut3zijhmyyxous,Group Stage,2,Normal Time
81," Goncalves misses the chance to score his hat-trick, seeing his tame penalty into the bottom-right corner kept out! ",penalty_miss,"[' Pote ', ' Penalty Miss ']",Sporting CP,timer,Sporting CP,SCP,Borussia Dortmund,BVB,3 - 1,Sporting cp Vs Borussia Dortmund,11/24/21,https://www.goal.com/en/match/sporting-cp-vs-borussia-dortmund/2waepmdsbj6ut3zijhmyyxous,Sporting cp Vs Borussia Dortmund,11/24/21,https://www.goal.com/en/match/sporting-cp-vs-borussia-dortmund/2waepmdsbj6ut3zijhmyyxous,Group Stage,2,Normal Time
81, Fernando is also making his way around the pitch as Mudryk gets the chance to impress. ,substitution,"[' M. Mudryk ', ' Fernando ']",Shakhtar Donetsk,timer,Internazionale,INT,Shakhtar Donetsk,SHK,2 - 0,Internazionale vs Shakhtar Donetsk,11/24/21,https://www.goal.com/en/match/internazionale-vs-shakhtar-donetsk/9ulgxapmqmum1ynar9aqn845w,Internazionale vs Shakhtar Donetsk,11/24/21,https://www.goal.com/en/match/internazionale-vs-shakhtar-donetsk/9ulgxapmqmum1ynar9aqn845w,Group Stage,2,Normal Time
81," Traore heads down the tunnel, assisted by two physios. The Moldovan midfielder Cojocaru comes on for Sheriff. ",substitution,"[' M. Cojocaru ', ' A. Traore ']",Sheriff,timer,Sheriff,SHE,Real Madrid,RMA,0 - 3,Sheriff vs Real Madrid,11/24/21,https://www.goal.com/en/match/sheriff-vs-real-madrid/9uolgzxji8kwzvef1aly68zys,Sheriff vs Real Madrid,11/24/21,https://www.goal.com/en/match/sheriff-vs-real-madrid/9uolgzxji8kwzvef1aly68zys,Group Stage,2,Normal Time
81," TWO FOR HAALAND! Dortmund go five up, as Dahoud swings in a corner from the left, and Haaland repeats the trick by leaping clear of a hapless Besiktas defence to head down into the net from 10 yards. Haaland is in search of a hat-trick, and it is now 5-0 to Die Schwarzgelben! ",goal,"[' E. Haaland ', ' Goal ']",Borussia Dortmund,timer,Borussia Dortmund,BVB,Besiktas,BJK,5 - 0,Borussia dortmund Vs Besiktas,12/07/21,https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Borussia dortmund Vs Besiktas,12/07/21,https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Group Stage,2,Normal Time
81, Dahoud curled a corner into the right area for Haaland to attack with a powerful downward header. ,assist,"[' M. Dahoud ', ' Assist ']",Borussia Dortmund,timer,Borussia Dortmund,BVB,Besiktas,BJK,5 - 0,Borussia dortmund Vs Besiktas,12/07/21,https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Borussia dortmund Vs Besiktas,12/07/21,https://www.goal.com/en/match/borussia-dortmund-vs-besiktas/2wd5hkymuuwc199tirolu1ous,Group Stage,2,Normal Time
81," Juve aren't taking any chances with McKennie, so he limps his way off-field and Zakaria comes on to replace him. ",substitution,"[' D. Zakaria ', ' W. McKennie ']",Juventus,timer,Villarreal,VIL,Juventus,JUV,1 - 1,Villarreal vs Juventus,02/22/22,https://www.goal.com/en/match/villarreal-vs-juventus/pi7x3glafql3u5uhnjqn105w,Villarreal vs Juventus,02/22/22,https://www.goal.com/en/match/villarreal-vs-juventus/pi7x3glafql3u5uhnjqn105w,R16,1,Normal Time
81, Hutchinson comes on for Topal. ,substitution,"[' A. Hutchinson ', ' M. Topal ']",Besiktas,timer,Besiktas,BJK,Ajax,AJX,1 - 2,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Group Stage,2,Normal Time
81," Inzaghi seems to be protecting his front two from injury, with Dzeko replaced by Correa. ",substitution,"[' J. Correa ', ' E. Dzeko ']",Internazionale,timer,Sheriff,SHE,Internazionale,INT,1 - 3,Sheriff vs Internazionale,11/03/21,https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Sheriff vs Internazionale,11/03/21,https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Group Stage,2,Normal Time
81," The Inter boss also makes an offensive change, bringing Dimarco off for Perisic at left wing-back. ",substitution,"[' I. Perisic ', ' F. Dimarco ']",Internazionale,timer,Shakhtar Donetsk,SHK,Internazionale,INT,0 - 0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Group Stage,1,Normal Time
81," Inzaghi throws a fresh pair of legs on in midfield, replacing Vecino with Gagliardini for the closing stages. ",substitution,"[' R. Gagliardini ', ' M. Vecino ']",Internazionale,timer,Shakhtar Donetsk,SHK,Internazionale,INT,0 - 0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Group Stage,1,Normal Time
81, Dumfries hauls Mudryk down by his shirt as the substitute scampered away from him in extremely cynical fashion and earns a deserved yellow card. ,yellow_card,"[' D. Dumfries ', ' Yellow Card ']",Internazionale,timer,Shakhtar Donetsk,SHK,Internazionale,INT,0 - 0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Shakhtar donetsk Vs Internazionale,09/28/21,https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Group Stage,1,Normal Time
81, Diaz has put forward another tireless effort and is replaced by Origi in the final third. ,substitution,"[' D. Origi ', ' L. Diaz ']",Liverpool,timer,Liverpool,LIV,Villarreal,VIL,2 - 0,Liverpool vs Villarreal,04/27/22,https://www.goal.com/en/match/liverpool-vs-villarreal/axyy2j1ldzvxpcdg15fqtgf84,Liverpool vs Villarreal,04/27/22,https://www.goal.com/en/match/liverpool-vs-villarreal/axyy2j1ldzvxpcdg15fqtgf84,SF,1,Normal Time
81, Stones is arguing that City should have a penalty and the referee books him for dissent. ,yellow_card,"[' J. Stones ', ' Yellow Card ']",Manchester City,timer,RB Leipzig,RBL,Manchester City,MCI,2 - 1,Rb leipzig Vs Manchester City,12/07/21,https://www.goal.com/en/match/rb-leipzig-vs-manchester-city/40il1i4jjzv00pd256fojwbo4,Rb leipzig Vs Manchester City,12/07/21,https://www.goal.com/en/match/rb-leipzig-vs-manchester-city/40il1i4jjzv00pd256fojwbo4,Group Stage,2,Normal Time
81," Final change for Sporting now, with Braganca going off for Essugo. ",substitution,"[' Dario Essugo ', ' Daniel Braganca ']",Sporting CP,timer,Ajax,AJX,Sporting CP,SCP,4 - 2,Ajax vs Sporting Cp,12/07/21,https://www.goal.com/en/match/ajax-vs-sporting-cp/2wfv8qqb44frru5m3nyekd4wk,Ajax vs Sporting Cp,12/07/21,https://www.goal.com/en/match/ajax-vs-sporting-cp/2wfv8qqb44frru5m3nyekd4wk,Group Stage,2,Normal Time
81, Fernandinho goes into the book for protesting to the referee about the decision. ,yellow_card,"[' Fernandinho ', ' Yellow Card ']",Manchester City,timer,Manchester City,MCI,Real Madrid,RMA,4 - 3,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,SF,1,Normal Time
81, Porto make four changes to try and refresh their side. The first sees Joao Mario make way for Oliveira. ,substitution,"[' Sergio Oliveira ', ' Joao Mario ']",Porto,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk,Group Stage,2,Normal Time
81, Grujic comes off in the fourth change with Corona taking his place. ,substitution,"[' J. Corona ', ' M. Grujic ']",Porto,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk,Group Stage,2,Normal Time
81, Bruno's dribble through the middle is stopped unfairly by Jovic. A yellow card is the Serbian's reward. ,yellow_card,"[' L. Jovic ', ' Yellow Card ']",Real Madrid,timer,Real Madrid,RMA,Sheriff,SHE,1 - 2,Real madrid Vs Sheriff,09/28/21,https://www.goal.com/en/match/real-madrid-vs-sheriff/9u7amrxjgkulzx9l3zozzcro4,Real madrid Vs Sheriff,09/28/21,https://www.goal.com/en/match/real-madrid-vs-sheriff/9u7amrxjgkulzx9l3zozzcro4,Group Stage,1,Normal Time
81, Alexander-Arnold looks a tad disappointed as he is withdrawn for Gomez for the final nine minutes. ,substitution,"[' J. Gomez ', ' T. Alexander-Arnold ']",Liverpool,timer,Liverpool,LIV,Villarreal,VIL,2 - 0,Liverpool vs Villarreal,04/27/22,https://www.goal.com/en/match/liverpool-vs-villarreal/axyy2j1ldzvxpcdg15fqtgf84,Liverpool vs Villarreal,04/27/22,https://www.goal.com/en/match/liverpool-vs-villarreal/axyy2j1ldzvxpcdg15fqtgf84,SF,1,Normal Time
81," The injured Montero is off, and Uysal replaces him. ",substitution,"[' N. Uysal ', ' Javi Montero ']",Besiktas,timer,Besiktas,BJK,Ajax,AJX,1 - 2,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Besiktas vs Ajax,11/24/21,https://www.goal.com/en/match/besiktas-vs-ajax/2w7qfcq0bz0wa0a4fdp2njytw,Group Stage,2,Normal Time
81," GOAL!!! PORRO CONVERTS THE REBOUND!!! Kobel's penalty save from Goncalves' tame effort bounces back into play and Porro is on it in an instant, nodding the loose ball across goal and inside the far post! It's 3-0 to Sporting! ",goal,"[' Pedro Porro ', ' Goal ']",Sporting CP,timer,Sporting CP,SCP,Borussia Dortmund,BVB,3 - 1,Sporting cp Vs Borussia Dortmund,11/24/21,https://www.goal.com/en/match/sporting-cp-vs-borussia-dortmund/2waepmdsbj6ut3zijhmyyxous,Sporting cp Vs Borussia Dortmund,11/24/21,https://www.goal.com/en/match/sporting-cp-vs-borussia-dortmund/2waepmdsbj6ut3zijhmyyxous,Group Stage,2,Normal Time
81, Shaw touched the ball back to Pogba before moving into more space and he whipped a wonderful cross into the box when it came back to him. ,assist,"[' L. Shaw ', ' Assist ']",Manchester United,timer,Manchester United,MUN,Atalanta,ATA,3 - 2,Manchester united Vs Atalanta,10/20/21,https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Manchester united Vs Atalanta,10/20/21,https://www.goal.com/en/match/manchester-united-vs-atalanta/7o7o7d9ormwib7i0lqpivx9n8,Group Stage,1,Normal Time
81, Grealish gets the last 10 minutes off having scored a lovely goal. Jesus takes his place in City's front line. ,substitution,"[' Gabriel Jesus ', ' J. Grealish ']",Manchester City,timer,Manchester City,MCI,RB Leipzig,RBL,6 - 3,Manchester city Vs Rb Leipzig,09/15/21,https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Manchester city Vs Rb Leipzig,09/15/21,https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Group Stage,1,Normal Time
81, Danjuma made the decisive impact tonight and is now withdrawn from the action for Chukwueze. ,substitution,"[' S. Chukwueze ', ' A. Danjuma ']",Villarreal,timer,Villarreal,VIL,Bayern Munchen,FCB,1 - 0,Villarreal vs Bayern Muenchen,04/06/22,https://www.goal.com/en/match/villarreal-vs-bayern-muenchen/639bn71xnlau0g3ckl1ykcs9g,Villarreal vs Bayern Muenchen,04/06/22,https://www.goal.com/en/match/villarreal-vs-bayern-muenchen/639bn71xnlau0g3ckl1ykcs9g,QF,1,Normal Time
81," After an altercation with Aaronson before a free-kick, Ocampos is shown a yellow card. ",yellow_card,"[' L. Ocampos ', ' Yellow Card ']",Sevilla,timer,Salzburg,RBS,Sevilla,SEV,1 - 0,Salzburg vs Sevilla,12/08/21,https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Salzburg vs Sevilla,12/08/21,https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Group Stage,2,Normal Time
81, Aurier replaces Foyth for the closing stages of the game on the right flank for Villarreal. ,substitution,"[' S. Aurier ', ' J. Foyth ']",Villarreal,timer,Villarreal,VIL,Bayern Munchen,FCB,1 - 0,Villarreal vs Bayern Muenchen,04/06/22,https://www.goal.com/en/match/villarreal-vs-bayern-muenchen/639bn71xnlau0g3ckl1ykcs9g,Villarreal vs Bayern Muenchen,04/06/22,https://www.goal.com/en/match/villarreal-vs-bayern-muenchen/639bn71xnlau0g3ckl1ykcs9g,QF,1,Normal Time
81, Corona gets the better of Kalulu down the right again and the defender is late with his tackle. He protests his innocence but is still shown a yellow card. ,yellow_card,"[' P. Kalulu ', ' Yellow Card ']",Milan,timer,Porto,POR,Milan,MIL,1 - 0,Porto vs Milan,10/19/21,https://www.goal.com/en/match/porto-vs-milan/avk4tw0iwoas0dh3yc6lpjz84,Porto vs Milan,10/19/21,https://www.goal.com/en/match/porto-vs-milan/avk4tw0iwoas0dh3yc6lpjz84,Group Stage,1,Normal Time
81," Zhegrova enters the action for Lille to replace David, who was not overly influential this evening. ",substitution,"[' E. Zhegrova ', ' J. David ']",Lille,timer,Chelsea,CHE,Lille,LIL,2 - 0,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,R16,1,Normal Time
81, Lednev makes his way onto the pitch to replace Lednev. ,substitution,"[' B. Lednev ', ' V. Buyalskyi ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Barcelona,BAR,0 - 1,Dynamo kyiv Vs Barcelona,11/02/21,https://www.goal.com/en/match/dynamo-kyiv-vs-barcelona/1208ymim7oh5u0fozw93txs7o,Dynamo kyiv Vs Barcelona,11/02/21,https://www.goal.com/en/match/dynamo-kyiv-vs-barcelona/1208ymim7oh5u0fozw93txs7o,Group Stage,2,Normal Time
81, Nkunku heads off. His hat-trick looks like being in vain for Leipzig but he's certainly caught the eye. Gvardiol comes on for him. ,substitution,"[' J. Gvardiol ', ' C. Nkunku ']",RB Leipzig,timer,Manchester City,MCI,RB Leipzig,RBL,6 - 3,Manchester city Vs Rb Leipzig,09/15/21,https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Manchester city Vs Rb Leipzig,09/15/21,https://www.goal.com/en/match/manchester-city-vs-rb-leipzig/3zkt8rt9dqlqmq1gh3citer6c,Group Stage,1,Normal Time
81, Taarabt comes on for the closing stages to replace Joao Mario. ,substitution,"[' A. Taarabt ', ' Joao Mario ']",Benfica,timer,Benfica,SLB,Bayern Munchen,FCB,0 - 4,Benfica vs Bayern Muenchen,10/20/21,https://www.goal.com/en/match/benfica-vs-bayern-muenchen/11uv14jv64kplg15rl5jyeyvo,Benfica vs Bayern Muenchen,10/20/21,https://www.goal.com/en/match/benfica-vs-bayern-muenchen/11uv14jv64kplg15rl5jyeyvo,Group Stage,1,Normal Time
81, Darwin is withdrawn for the final nine minutes and is replaced by Ramos. ,substitution,"[' Goncalo Ramos ', ' D. Nunez ']",Benfica,timer,Benfica,SLB,Bayern Munchen,FCB,0 - 4,Benfica vs Bayern Muenchen,10/20/21,https://www.goal.com/en/match/benfica-vs-bayern-muenchen/11uv14jv64kplg15rl5jyeyvo,Benfica vs Bayern Muenchen,10/20/21,https://www.goal.com/en/match/benfica-vs-bayern-muenchen/11uv14jv64kplg15rl5jyeyvo,Group Stage,1,Normal Time
81," Ben Arfa replaces Sanches, who has had a difficult evening for the visitors. ",substitution,"[' H. Ben Arfa ', ' Renato Sanches ']",Lille,timer,Chelsea,CHE,Lille,LIL,2 - 0,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,R16,1,Normal Time
81," GOAL! Firmino grabs his second and makes it 5-1! Jones fires a low shot at goal from the edge of the box, which is blocked by Cardoso and then falls straight to the feet of Firmino in front of goal. The striker then takes his time and slots it into the back of the net. The goal is initially ruled out for offside, but after a long VAR review, the decision is overturned and it stands as Firmino just managed to stay onside. ",goal,"[' Roberto Firmino ', ' Goal ']",Liverpool,timer,Porto,POR,Liverpool,LIV,1 - 5,Porto vs Liverpool,09/28/21,https://www.goal.com/en/match/porto-vs-liverpool/avck2zy1d5yc4yfovf6ny96ac,Porto vs Liverpool,09/28/21,https://www.goal.com/en/match/porto-vs-liverpool/avck2zy1d5yc4yfovf6ny96ac,Group Stage,1,Normal Time
81, Lo Celso goes into the book for a foul on Fabinho. ,yellow_card,"[' G. Lo Celso ', ' Yellow Card ']",Villarreal,timer,Villarreal,VIL,Liverpool,LIV,2 - 3,Villarreal vs Liverpool,05/03/22,https://www.goal.com/en/match/villarreal-vs-liverpool/d59h06mlytxu3zzkheyc6m1as,Villarreal vs Liverpool,05/03/22,https://www.goal.com/en/match/villarreal-vs-liverpool/d59h06mlytxu3zzkheyc6m1as,SF,2,Normal Time
81," Shaparenko is off for Shepelev, ",substitution,"[' V. Shepelev ', ' M. Shaparenko ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Barcelona,BAR,0 - 1,Dynamo kyiv Vs Barcelona,11/02/21,https://www.goal.com/en/match/dynamo-kyiv-vs-barcelona/1208ymim7oh5u0fozw93txs7o,Dynamo kyiv Vs Barcelona,11/02/21,https://www.goal.com/en/match/dynamo-kyiv-vs-barcelona/1208ymim7oh5u0fozw93txs7o,Group Stage,2,Normal Time
81," Milan are making a double change as they try to see out this game. Bennacer is the first to make way, with Florenzi on in his place. ",substitution,"[' A. Florenzi ', ' I. Bennacer ']",Milan,timer,Milan,MIL,Atletico Madrid,ATM,1 - 2,Milan vs Atletico Madrid,09/28/21,https://www.goal.com/en/match/milan-vs-atletico-madrid/avf1qcwelwvm3v9hevti86j2s,Milan vs Atletico Madrid,09/28/21,https://www.goal.com/en/match/milan-vs-atletico-madrid/avf1qcwelwvm3v9hevti86j2s,Group Stage,1,Normal Time
82, Young Boys wisely replace Martins before he receives a second yellow card. Rieder replaces him. ,substitution,"[' F. Rieder ', ' C. Martins ']",Young Boys,timer,Young Boys,YBB,Manchester United,MUN,2 - 1,Young boys Vs Manchester United,09/14/21,https://www.goal.com/en/match/young-boys-vs-manchester-united/7nsgpxpieq9qt8cuywk6zotg4,Young boys Vs Manchester United,09/14/21,https://www.goal.com/en/match/young-boys-vs-manchester-united/7nsgpxpieq9qt8cuywk6zotg4,Group Stage,1,Normal Time
82, Simeone makes the surprising choice to withdraw Joao Felix. Cunha replaces the Portuguese. A bold move considering Joao Felix's recent form. ,substitution,"[' Matheus Cunha ', ' Joao Felix ']",Atletico Madrid,timer,Atletico Madrid,ATM,Manchester City,MCI,0 - 0,Atletico madrid Vs Manchester City,04/13/22,https://www.goal.com/en/match/atletico-madrid-vs-manchester-city/4cddiyrp8qqkqowym4b868owk,Atletico madrid Vs Manchester City,04/13/22,https://www.goal.com/en/match/atletico-madrid-vs-manchester-city/4cddiyrp8qqkqowym4b868owk,QF,2,Normal Time
82," After an excellent display, Dybala is rested for the last 10 minutes, as Ramsey continues his return from injury with another cameo role. ",substitution,"[' A. Ramsey ', ' P. Dybala ']",Juventus,timer,Malmo FF,MFF,Juventus,JUV,0 - 3,Malmoe ff Vs Juventus,09/14/21,https://www.goal.com/en/match/malmoe-ff-vs-juventus/eu9gnvdo56ibhx2942p2wfvo4,Malmoe ff Vs Juventus,09/14/21,https://www.goal.com/en/match/malmoe-ff-vs-juventus/eu9gnvdo56ibhx2942p2wfvo4,Group Stage,1,Normal Time
82, GOALLLLLLLLLLLLLLLLLLLLLLLLL!!!! BENZEMA CONVERTS FROM THE SPOT!!!!!! 4-3!!!!! Benzema notches his second of the night to bring Madrid back into the game yet again. The Frenchman goes for panenka chip right down the middle of the goal and finds the net as Ederson dives early to his left. A huge goal for Madrid and yet another for the veteran forward. ,penalty_goal,"[' K. Benzema ', ' Penalty Goal ']",Real Madrid,timer,Manchester City,MCI,Real Madrid,RMA,4 - 3,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,SF,1,Normal Time
82, Stanisic is on for Bayern at the back to replace Sule for the closing stages. ,substitution,"[' J. Stanisic ', ' N. Sule ']",Bayern Munchen,timer,Barcelona,BAR,Bayern Munchen,FCB,0 - 3,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw,Group Stage,1,Normal Time
82," Cuadrado is rested for the final few minutes, with Kulusevski given the chance to feature in his homeland. ",substitution,"[' D. Kulusevski ', ' J. Cuadrado ']",Juventus,timer,Malmo FF,MFF,Juventus,JUV,0 - 3,Malmoe ff Vs Juventus,09/14/21,https://www.goal.com/en/match/malmoe-ff-vs-juventus/eu9gnvdo56ibhx2942p2wfvo4,Malmoe ff Vs Juventus,09/14/21,https://www.goal.com/en/match/malmoe-ff-vs-juventus/eu9gnvdo56ibhx2942p2wfvo4,Group Stage,1,Normal Time
82, Garmash catches Joao Mario late with a high challenge and he is booked after committing a few fouls. ,yellow_card,"[' D. Garmash ', ' Yellow Card ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38,Group Stage,1,Normal Time
82, Sabitzer comes on to shore up the Bayern midfield as he replaces Muller. ,substitution,"[' M. Sabitzer ', ' T. Muller ']",Bayern Munchen,timer,Barcelona,BAR,Bayern Munchen,FCB,0 - 3,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw,Group Stage,1,Normal Time
82, Emotions are running high here and now Delaney is booked for a reckless challenge. ,yellow_card,"[' T. Delaney ', ' Yellow Card ']",Sevilla,timer,Sevilla,SEV,Salzburg,RBS,1 - 1,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0,Sevilla vs Salzburg,09/14/21,https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0,Group Stage,1,Normal Time
