time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match_x,date,link,match_y,match_day,live_ticker,stage,leg,time_detail
1," WHAT A START! Just 32 seconds on the clock, and Vlahovic has scored on his Champions League debut! It's a simple long ball over the top from Danilo after Villarreal give the ball away. Vlahovic brings it down on the touch and takes the shot on the half-turn, firing across goal and into the far corner. 1-0 Juve! ",goal,"[' D. Vlahovic ', ' Goal ']",Juventus,timer,Villarreal,VIL,Juventus,JUV,1 - 1,Villarreal vs Juventus,02/22/22,https://www.goal.com/en/match/villarreal-vs-juventus/pi7x3glafql3u5uhnjqn105w,Villarreal vs Juventus,02/22/22,https://www.goal.com/en/match/villarreal-vs-juventus/pi7x3glafql3u5uhnjqn105w,R16,1,Normal Time
1," Danilo is alert as he cuts out the throughball from Capoue after Moreno leaves it, and he gets his head straight up to pick out Vlahovic's run. ",assist,"[' Danilo ', ' Assist ']",Juventus,timer,Villarreal,VIL,Juventus,JUV,1 - 1,Villarreal vs Juventus,02/22/22,https://www.goal.com/en/match/villarreal-vs-juventus/pi7x3glafql3u5uhnjqn105w,Villarreal vs Juventus,02/22/22,https://www.goal.com/en/match/villarreal-vs-juventus/pi7x3glafql3u5uhnjqn105w,R16,1,Normal Time
1, It'll be an early free-kick to Sevilla after Ocampos is brought down by Lacroix. The French defender is booked for the challenge. ,yellow_card,"[' M. Lacroix ', ' Yellow Card ']",Wolfsburg,timer,Wolfsburg,WOB,Sevilla,SEV,1 - 1,Wolfsburg vs Sevilla,09/29/21,https://www.goal.com/en/match/wolfsburg-vs-sevilla/7spassdkpavrrpr874y0i62vo,Wolfsburg vs Sevilla,09/29/21,https://www.goal.com/en/match/wolfsburg-vs-sevilla/7spassdkpavrrpr874y0i62vo,Group Stage,1,Normal Time
2, Mahrez raids in from the right flank to supply a perfect cross into the box for De Bruyne to score. ,assist,"[' R. Mahrez ', ' Assist ']",Manchester City,timer,Manchester City,MCI,Real Madrid,RMA,4 - 3,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,SF,1,Normal Time
2, GOALLLLLLLLLLLLLLLLLLLLLLLL!!!!! DE BRUYNE HANDS CITY THE PERFECT START!!!!!! 1-0!!!!! The Belgian makes a late run into the Madrid box and plants a diving header into the bottom-left corner. Mahrez collects on the right flank and skips past two challenges after cutting inside on his left foot. He delivers a perfect cross for De Bruyne's run towards the penalty spot before the midfielder provides the finish. What a start for the hosts. ,goal,"[' K. De Bruyne ', ' Goal ']",Manchester City,timer,Manchester City,MCI,Real Madrid,RMA,4 - 3,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,Manchester city Vs Real Madrid,04/26/22,https://www.goal.com/en/match/manchester-city-vs-real-madrid/4raxbuje9y01f4xrzpj6mhs0k,SF,1,Normal Time
2," GOAAAALLLLL!!! SPORTING 0-1 AJAX - What a start from Ajax as they open the scoring inside two minutes. Antony came desperately close to scoring as his shot took a deflection onto the post. Sporting keeper Adan was out of position as a result, but Haller was on hand to pounce, and the ball trickled back into his path, allowing him to stoop and head home. VAR checked for offside, but the goal is given. ",goal,"[' S. Haller ', ' Goal ']",Ajax,timer,Sporting CP,SCP,Ajax,AJX,1 - 5,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Sporting cp Vs Ajax,09/15/21,https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Group Stage,1,Normal Time
2," GOOOOOAAAAALLLLL!!!! WHAT A START FOR CHELSEA!!!! From the corner, Christensen gets the flick on at the near post, and Werner's there at the back post to tap into an empty net and make it 1-0!! Poor defending from the hosts, but what a way to begin this game for the visitors! ",goal,"[' T. Werner ', ' Goal ']",Chelsea,timer,Zenit,ZEN,Chelsea,CHE,3 - 3,Zenit vs Chelsea,12/08/21,https://www.goal.com/en/match/zenit-vs-chelsea/ev2njmvm83ke98ogzpay1n5sk,Zenit vs Chelsea,12/08/21,https://www.goal.com/en/match/zenit-vs-chelsea/ev2njmvm83ke98ogzpay1n5sk,Group Stage,2,Normal Time
2," That header on from Christensen was sublime and made it so easy for Werner to tap the ball home, but crowding the Chelsea man at the near post didn't work out at all well for Zenit! ",assist,"[' A. Christensen ', ' Assist ']",Chelsea,timer,Zenit,ZEN,Chelsea,CHE,3 - 3,Zenit vs Chelsea,12/08/21,https://www.goal.com/en/match/zenit-vs-chelsea/ev2njmvm83ke98ogzpay1n5sk,Zenit vs Chelsea,12/08/21,https://www.goal.com/en/match/zenit-vs-chelsea/ev2njmvm83ke98ogzpay1n5sk,Group Stage,2,Normal Time
2," GOOOOOAAAAAAALLLLLLL!!!!! WHAT A START FOR PSG!!!! Mbappe and Mendes link up down the left, and Mignolet doesn't deal at all well with the latter's cross. Mbappe, of course, is following up the ball, and he places it into the far corner to make it 1-0 to PSG!!! 70 seconds in, and PSG lead already! ",goal,"[' K. Mbappe ', ' Goal ']",PSG,timer,PSG,PSG,Club Brugge,CLU,4 - 1,Psg vs Club Brugge,12/07/21,https://www.goal.com/en/match/psg-vs-club-brugge/40f8v01ackzf6tziovzrkz28k,Psg vs Club Brugge,12/07/21,https://www.goal.com/en/match/psg-vs-club-brugge/40f8v01ackzf6tziovzrkz28k,Group Stage,2,Normal Time
3," DIA!!! 1-0 VILLARREAL! What a start by the hosts! Capoue evades Robertson at the far post to cushion Estupinan's deep cross back into the danger zone, where Dia reacts quickest to steer into an empty net. ",goal,"[' B. Dia ', ' Goal ']",Villarreal,timer,Villarreal,VIL,Liverpool,LIV,2 - 3,Villarreal vs Liverpool,05/03/22,https://www.goal.com/en/match/villarreal-vs-liverpool/d59h06mlytxu3zzkheyc6m1as,Villarreal vs Liverpool,05/03/22,https://www.goal.com/en/match/villarreal-vs-liverpool/d59h06mlytxu3zzkheyc6m1as,SF,2,Normal Time
3, Goal Arnaut Danjuma Adam Groeneveld ,goal,"[' A. Danjuma ', ' Goal ']",Villarreal,timer,Atalanta,ATA,Villarreal,VIL,2 - 3,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Group Stage,2,Normal Time
3, Assist Daniel Parejo Munoz ,assist,"[' Dani Parejo ', ' Assist ']",Villarreal,timer,Atalanta,ATA,Villarreal,VIL,2 - 3,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Atalanta vs Villarreal,12/09/21,https://www.goal.com/en/match/atalanta-vs-villarreal/7oo5c19u4wyx9s08r8g4m7jtg,Group Stage,2,Normal Time
3," It's not surprising that the speed at which Salzburg broke forward caught Mbabu off guard, but Seiwald's quite poor throughball really should've been collected by Mbabu. The Swiss full-back will be tearing his hair out when he sees a replay of that attempted challenge. ",assist,"[' N. Seiwald ', ' Assist ']",Salzburg,timer,Salzburg,RBS,Wolfsburg,WOB,3 - 1,Salzburg vs Wolfsburg,10/20/21,https://www.goal.com/en/match/salzburg-vs-wolfsburg/7ss8v4tg8qejy3ues1vrov6dw,Salzburg vs Wolfsburg,10/20/21,https://www.goal.com/en/match/salzburg-vs-wolfsburg/7ss8v4tg8qejy3ues1vrov6dw,Group Stage,1,Normal Time
3," GOOOALLLL!!! WHAT A START FOR THE HOME SIDE!!! Salzburg fly forward and Adeyemi nips in behind a dazed Mbabu, who really should have dealt with that, to easily finish beyond Casteels and put the Red Bulls 1-0 up!!! Awful Wolfsburg defending, but Adeyemi won't care as his stock rises higher and higher! ",goal,"[' K. Adeyemi ', ' Goal ']",Salzburg,timer,Salzburg,RBS,Wolfsburg,WOB,3 - 1,Salzburg vs Wolfsburg,10/20/21,https://www.goal.com/en/match/salzburg-vs-wolfsburg/7ss8v4tg8qejy3ues1vrov6dw,Salzburg vs Wolfsburg,10/20/21,https://www.goal.com/en/match/salzburg-vs-wolfsburg/7ss8v4tg8qejy3ues1vrov6dw,Group Stage,1,Normal Time
3, Weigl weighted his pass perfectly there and Nunez had the energy and skill to capitalise on it. Barca have work to do already! ,assist,"[' J. Weigl ', ' Assist ']",Benfica,timer,Benfica,SLB,Barcelona,BAR,3 - 0,Benfica vs Barcelona,09/29/21,https://www.goal.com/en/match/benfica-vs-barcelona/11pfvtcyrf4osm40dxcnjjsic,Benfica vs Barcelona,09/29/21,https://www.goal.com/en/match/benfica-vs-barcelona/11pfvtcyrf4osm40dxcnjjsic,Group Stage,1,Normal Time
3," Porto thought they should've had a free-kick, but when Saelemaekers breaks on the counter, Oliveira sticks out a leg to stop his run and it earns him an early yellow card. ",yellow_card,"[' Sergio Oliveira ', ' Yellow Card ']",Porto,timer,Porto,POR,Milan,MIL,1 - 0,Porto vs Milan,10/19/21,https://www.goal.com/en/match/porto-vs-milan/avk4tw0iwoas0dh3yc6lpjz84,Porto vs Milan,10/19/21,https://www.goal.com/en/match/porto-vs-milan/avk4tw0iwoas0dh3yc6lpjz84,Group Stage,1,Normal Time
3," It was a superb low delivery from Gerhardt that was screaming for somebody to get on the end of it, and there was Baku at the back post to do exactly that. ",assist,"[' Y. Gerhardt ', ' Assist ']",Wolfsburg,timer,Wolfsburg,WOB,Salzburg,RBS,2 - 1,Wolfsburg vs Salzburg,11/02/21,https://www.goal.com/en/match/wolfsburg-vs-salzburg/7syd7r8dg2dboymoyepz6olqs,Wolfsburg vs Salzburg,11/02/21,https://www.goal.com/en/match/wolfsburg-vs-salzburg/7syd7r8dg2dboymoyepz6olqs,Group Stage,2,Normal Time
3, GOALLLLL!!! And the hosts lead! Baku is the scorer as he smashes home from a Gerhardt cross from the left after some good interplay with Otavio. Gerhardt played the ball low across the face of goal and Baku sneaked in at the back post to turn it home and make it 1-0. ,goal,"[' R. Baku ', ' Goal ']",Wolfsburg,timer,Wolfsburg,WOB,Salzburg,RBS,2 - 1,Wolfsburg vs Salzburg,11/02/21,https://www.goal.com/en/match/wolfsburg-vs-salzburg/7syd7r8dg2dboymoyepz6olqs,Wolfsburg vs Salzburg,11/02/21,https://www.goal.com/en/match/wolfsburg-vs-salzburg/7syd7r8dg2dboymoyepz6olqs,Group Stage,2,Normal Time
3," GOAL! BENFICA 1-0 BARCELONA! Benfica take an early lead through a great strike from Nunez! The Uruguayan beats the offside trap to reach Weigl's pass and darts into the box from the left, leaving Garcia in his wake before slotting calmly into the bottom left corner. ",goal,"[' D. Nunez ', ' Goal ']",Benfica,timer,Benfica,SLB,Barcelona,BAR,3 - 0,Benfica vs Barcelona,09/29/21,https://www.goal.com/en/match/benfica-vs-barcelona/11pfvtcyrf4osm40dxcnjjsic,Benfica vs Barcelona,09/29/21,https://www.goal.com/en/match/benfica-vs-barcelona/11pfvtcyrf4osm40dxcnjjsic,Group Stage,1,Normal Time
3, Capoue did brilliantly to lose Robertson and keep that cross alive before Dia applied the finishing touch. ,assist,"[' E. Capoue ', ' Assist ']",Villarreal,timer,Villarreal,VIL,Liverpool,LIV,2 - 3,Villarreal vs Liverpool,05/03/22,https://www.goal.com/en/match/villarreal-vs-liverpool/d59h06mlytxu3zzkheyc6m1as,Villarreal vs Liverpool,05/03/22,https://www.goal.com/en/match/villarreal-vs-liverpool/d59h06mlytxu3zzkheyc6m1as,SF,2,Normal Time
3," Ter Stegen gifts the ball to Lewandowski, instantly playing Barca into trouble. Busquets takes him out from behind, and he's shown an early yellow card. ",yellow_card,"[' Sergio Busquets ', ' Yellow Card ']",Barcelona,timer,Bayern Munchen,FCB,Barcelona,BAR,3 - 0,Bayern muenchen Vs Barcelona,12/08/21,https://www.goal.com/en/match/bayern-muenchen-vs-barcelona/128yfut2vqfx2wkwxvy3mqvx0,Bayern muenchen Vs Barcelona,12/08/21,https://www.goal.com/en/match/bayern-muenchen-vs-barcelona/128yfut2vqfx2wkwxvy3mqvx0,Group Stage,2,Normal Time
4, Yellow Card Ferland Mendy ,yellow_card,"[' F. Mendy ', ' Yellow Card ']",Real Madrid,timer,Sheriff,SHE,Real Madrid,RMA,0 - 3,Sheriff vs Real Madrid,11/24/21,https://www.goal.com/en/match/sheriff-vs-real-madrid/9uolgzxji8kwzvef1aly68zys,Sheriff vs Real Madrid,11/24/21,https://www.goal.com/en/match/sheriff-vs-real-madrid/9uolgzxji8kwzvef1aly68zys,Group Stage,2,Normal Time
5," After the VAR check, the goal is given! It's Nkunku who has put his side in front after finishing past Mignolet. There was confusion in the Brugge defence due to them thinking there was an offside as Forsberg played it to Nkunku, and although the goal was initially ruled out it has now been given. ",goal,"[' C. Nkunku ', ' Goal ']",RB Leipzig,timer,RB Leipzig,RBL,Club Brugge,CLU,1 - 2,Rb leipzig Vs Club Brugge,09/28/21,https://www.goal.com/en/match/rb-leipzig-vs-club-brugge/3zurqat2qcb114sbnqyrl3pqs,Rb leipzig Vs Club Brugge,09/28/21,https://www.goal.com/en/match/rb-leipzig-vs-club-brugge/3zurqat2qcb114sbnqyrl3pqs,Group Stage,1,Normal Time
5, It was Forsberg who played in Nkunku who slotted the ball in to make it 1-0 to RB Leipzig. ,assist,"[' E. Forsberg ', ' Assist ']",RB Leipzig,timer,RB Leipzig,RBL,Club Brugge,CLU,1 - 2,Rb leipzig Vs Club Brugge,09/28/21,https://www.goal.com/en/match/rb-leipzig-vs-club-brugge/3zurqat2qcb114sbnqyrl3pqs,Rb leipzig Vs Club Brugge,09/28/21,https://www.goal.com/en/match/rb-leipzig-vs-club-brugge/3zurqat2qcb114sbnqyrl3pqs,Group Stage,1,Normal Time
5, Kimmich pulls back Frenkie de Jong on the charge and goes into the book. ,yellow_card,"[' J. Kimmich ', ' Yellow Card ']",Bayern Munchen,timer,Barcelona,BAR,Bayern Munchen,FCB,0 - 3,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw,Group Stage,1,Normal Time
6," GOAL! REMO FREULER HANDS ATALANTA THE LEAD! 1-0! In off the post no less! The traffic has come from the Serie A side and he smashes a cut-back onto the left side of the woodwork through a crowded box, to watch it sail in. Champion stuff. ",goal,"[' R. Freuler ', ' Goal ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw,Group Stage,1,Normal Time
6, Grujic regains possession high up the field before driving forward and offloading to his left. Luis Diaz sets himself before slotting home as he scores for the second time in this fixture this term. ,assist,"[' M. Grujic ', ' Assist ']",Porto,timer,Milan,MIL,Porto,POR,1 - 1,Milan vs Porto,11/03/21,https://www.goal.com/en/match/milan-vs-porto/avpjmm0clsx9vbwp25v0wiwpg,Milan vs Porto,11/03/21,https://www.goal.com/en/match/milan-vs-porto/avpjmm0clsx9vbwp25v0wiwpg,Group Stage,2,Normal Time
6," GOOOALLLLLL!!!! Villarreal take the lead!!! It's an absolute peach of a ball from Pedraza on the left wing that loops over everyone, but not Pino, who nips in at the back post to head past the bewildered Von Ballmoos. 1-0 to the away team inside six minutes!! ",goal,"[' Yeremy Pino ', ' Goal ']",Villarreal,timer,Young Boys,YBB,Villarreal,VIL,1 - 4,Young boys Vs Villarreal,10/20/21,https://www.goal.com/en/match/young-boys-vs-villarreal/7o50br22s5eqrvaf63iszfdp0,Young boys Vs Villarreal,10/20/21,https://www.goal.com/en/match/young-boys-vs-villarreal/7o50br22s5eqrvaf63iszfdp0,Group Stage,1,Normal Time
6," That ball from the from Pedraza was absolutely sumptuous. It coasted past at least five Young Boys defenders before finding Pino and Unai Emery's side, just like that, are ahead! ",assist,"[' Pedraza ', ' Assist ']",Villarreal,timer,Young Boys,YBB,Villarreal,VIL,1 - 4,Young boys Vs Villarreal,10/20/21,https://www.goal.com/en/match/young-boys-vs-villarreal/7o50br22s5eqrvaf63iszfdp0,Young boys Vs Villarreal,10/20/21,https://www.goal.com/en/match/young-boys-vs-villarreal/7o50br22s5eqrvaf63iszfdp0,Group Stage,1,Normal Time
6," GOOOOOALLLL! Grujic, in as a late replacement for Uribe, is afforded time on the edge of the area after dispossessing Bennacer and eventually squares to Luis Diaz. He takes one touch to settle himself before sliding into the bottom-right corner to make it 1-0 to Porto. ",goal,"[' L. Diaz ', ' Goal ']",Porto,timer,Milan,MIL,Porto,POR,1 - 1,Milan vs Porto,11/03/21,https://www.goal.com/en/match/milan-vs-porto/avpjmm0clsx9vbwp25v0wiwpg,Milan vs Porto,11/03/21,https://www.goal.com/en/match/milan-vs-porto/avpjmm0clsx9vbwp25v0wiwpg,Group Stage,2,Normal Time
6, Assist Duvan Esteban Zapata Banguera ,assist,"[' D. Zapata ', ' Assist ']",Atalanta,timer,Villarreal,VIL,Atalanta,ATA,2 - 2,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw,Villarreal vs Atalanta,09/14/21,https://www.goal.com/en/match/villarreal-vs-atalanta/7nwjevy595iaen70ar849iolw,Group Stage,1,Normal Time
7, Paredes goes into the book for the visitors for dissent. ,yellow_card,"[' L. Paredes ', ' Yellow Card ']",PSG,timer,Real Madrid,RMA,PSG,PSG,3 - 1,Real madrid Vs Psg,03/09/22,https://www.goal.com/en/match/real-madrid-vs-psg/qf40zsqozdqaqtt4jel4pjbo,Real madrid Vs Psg,03/09/22,https://www.goal.com/en/match/real-madrid-vs-psg/qf40zsqozdqaqtt4jel4pjbo,R16,2,Normal Time
7," The pass from Di Maria was picture-perfect, and it was exactly what Mbappe needed to volley that ball home with the ease that he did. Sublime skills from back to front by PSG. ",assist,"[' A. Di Maria ', ' Assist ']",PSG,timer,PSG,PSG,Club Brugge,CLU,4 - 1,Psg vs Club Brugge,12/07/21,https://www.goal.com/en/match/psg-vs-club-brugge/40f8v01ackzf6tziovzrkz28k,Psg vs Club Brugge,12/07/21,https://www.goal.com/en/match/psg-vs-club-brugge/40f8v01ackzf6tziovzrkz28k,Group Stage,2,Normal Time
7," LODI SCORES! United have struggled to get going in this game, and Atletico have punished them for it. Lindelof clears the initial corner, but Lodi wins it back and whips a great cross in. Joao Felix gets in front of Maguire and stretches to get his head on it. It bounces off the inside of the post and across the line. 1-0 Atletico! ",goal,"[' Joao Felix ', ' Goal ']",Atletico Madrid,timer,Atletico Madrid,ATM,Manchester United,MUN,1 - 1,Atletico madrid Vs Manchester United,02/23/22,https://www.goal.com/en/match/atletico-madrid-vs-manchester-united/pf15v919indsocrbpnrjuoes,Atletico madrid Vs Manchester United,02/23/22,https://www.goal.com/en/match/atletico-madrid-vs-manchester-united/pf15v919indsocrbpnrjuoes,R16,1,Normal Time
7," GOOOOALLLL!!!! IT'S TWOOOOOO!!!!! PSG pass the ball around and through Brugge like they're invisible, and Di Maria dinks a lofted cross into the box. Mbappe's waiting, and he volleys a fantastic finish straight past Mignolet and into the back of the net! 2-0 up inside just seven minutes!!! ",goal,"[' K. Mbappe ', ' Goal ']",PSG,timer,PSG,PSG,Club Brugge,CLU,4 - 1,Psg vs Club Brugge,12/07/21,https://www.goal.com/en/match/psg-vs-club-brugge/40f8v01ackzf6tziovzrkz28k,Psg vs Club Brugge,12/07/21,https://www.goal.com/en/match/psg-vs-club-brugge/40f8v01ackzf6tziovzrkz28k,Group Stage,2,Normal Time
7," The angle was against De Bruyne, but he showed great vision to pick out Mahrez inside the penalty area. ",assist,"[' K. De Bruyne ', ' Assist ']",Manchester City,timer,Sporting CP,SCP,Manchester City,MCI,0 - 5,Sporting cp Vs Manchester City,02/15/22,https://www.goal.com/en/match/sporting-cp-vs-manchester-city/p4d9349cadj58t659v5g39ck,Sporting cp Vs Manchester City,02/15/22,https://www.goal.com/en/match/sporting-cp-vs-manchester-city/p4d9349cadj58t659v5g39ck,R16,1,Normal Time
7," GOAL - SPORTING 0-1 MAN CITY - Mahrez's goal stands, and the Algerian could not miss from inside the box. Foden's shot had been parried by Adan, only for De Bruyne to pounce immediately. The Belgian turned on a sixpence in the box, squaring the ball to Mahrez, who did the rest. ",goal,"[' R. Mahrez ', ' Goal ']",Manchester City,timer,Sporting CP,SCP,Manchester City,MCI,0 - 5,Sporting cp Vs Manchester City,02/15/22,https://www.goal.com/en/match/sporting-cp-vs-manchester-city/p4d9349cadj58t659v5g39ck,Sporting cp Vs Manchester City,02/15/22,https://www.goal.com/en/match/sporting-cp-vs-manchester-city/p4d9349cadj58t659v5g39ck,R16,1,Normal Time
7, United were slow to close Lodi down and he used the time and space he was gifted to pick out Joao Felix's run. ,assist,"[' Renan Lodi ', ' Assist ']",Atletico Madrid,timer,Atletico Madrid,ATM,Manchester United,MUN,1 - 1,Atletico madrid Vs Manchester United,02/23/22,https://www.goal.com/en/match/atletico-madrid-vs-manchester-united/pf15v919indsocrbpnrjuoes,Atletico madrid Vs Manchester United,02/23/22,https://www.goal.com/en/match/atletico-madrid-vs-manchester-united/pf15v919indsocrbpnrjuoes,R16,1,Normal Time
8," GOALLLLLLLLLLLLLLLLLLLL!!!!! SALAH FIRES LIVERPOOL AHEAD!!!!! 1-0!!!! The Reds take the lead with the aid of a deflection from Salah's left-footed strike. The Egyptian takes possession on the right flank and drops his shoulder to cut in on his left foot. He fires a low hard effort towards the net that is taken away from Oblak by the boot of Kondogbia and into the bottom-left corner. A lucky start for the visitors, but they'll take it. ",goal,"[' Mohamed Salah ', ' Goal ']",Liverpool,timer,Atletico Madrid,ATM,Liverpool,LIV,2 - 3,Atletico madrid Vs Liverpool,10/19/21,https://www.goal.com/en/match/atletico-madrid-vs-liverpool/avhmom1lg8fqyph5f8yn4oftg,Atletico madrid Vs Liverpool,10/19/21,https://www.goal.com/en/match/atletico-madrid-vs-liverpool/avhmom1lg8fqyph5f8yn4oftg,Group Stage,1,Normal Time
8," Parejo scuffs his strike at goal from a cutback by Lo Celso. Fortunately for the home side, Danjuma pounces on the miscue and scores. ",assist,"[' Dani Parejo ', ' Assist ']",Villarreal,timer,Villarreal,VIL,Bayern Munchen,FCB,1 - 0,Villarreal vs Bayern Muenchen,04/06/22,https://www.goal.com/en/match/villarreal-vs-bayern-muenchen/639bn71xnlau0g3ckl1ykcs9g,Villarreal vs Bayern Muenchen,04/06/22,https://www.goal.com/en/match/villarreal-vs-bayern-muenchen/639bn71xnlau0g3ckl1ykcs9g,QF,1,Normal Time
8," GOALLLLLLLLLLLLLLLLLLLLLLLLLL!!! DANJUMA FIRES VILLARREAL AHEAD!!!!!!! 1-0!!!!! The home side take the lead as Danjuma steers a scuffed strike from Parejo past Neuer from close range. Gerard sends Lo Celso down the right flank, and he cuts a dangerous cross back for Parejo. The midfielder swings a leg at the ball, but doesn't make clean contact. Danjuma gambles and latches onto the ball before guiding an effort into the bottom-right corner. ",goal,"[' A. Danjuma ', ' Goal ']",Villarreal,timer,Villarreal,VIL,Bayern Munchen,FCB,1 - 0,Villarreal vs Bayern Muenchen,04/06/22,https://www.goal.com/en/match/villarreal-vs-bayern-muenchen/639bn71xnlau0g3ckl1ykcs9g,Villarreal vs Bayern Muenchen,04/06/22,https://www.goal.com/en/match/villarreal-vs-bayern-muenchen/639bn71xnlau0g3ckl1ykcs9g,QF,1,Normal Time
8," After his early injury, Dahoud is replaced by Brandt, which may mean a slight shuffling of Rose's lineup. ",substitution,"[' J. Brandt ', ' M. Dahoud ']",Borussia Dortmund,timer,Borussia Dortmund,BVB,Sporting CP,SCP,1 - 0,Borussia dortmund Vs Sporting Cp,09/28/21,https://www.goal.com/en/match/borussia-dortmund-vs-sporting-cp/2vmmuwg7f9egbtb7c80f5b9jo,Borussia dortmund Vs Sporting Cp,09/28/21,https://www.goal.com/en/match/borussia-dortmund-vs-sporting-cp/2vmmuwg7f9egbtb7c80f5b9jo,Group Stage,1,Normal Time
8, Braganca is also shown a yellow card for the challenge on Haller. ,yellow_card,"[' Daniel Braganca ', ' Yellow Card ']",Sporting CP,timer,Ajax,AJX,Sporting CP,SCP,4 - 2,Ajax vs Sporting Cp,12/07/21,https://www.goal.com/en/match/ajax-vs-sporting-cp/2wfv8qqb44frru5m3nyekd4wk,Ajax vs Sporting Cp,12/07/21,https://www.goal.com/en/match/ajax-vs-sporting-cp/2wfv8qqb44frru5m3nyekd4wk,Group Stage,2,Normal Time
8," HALLER SCORES! He only takes a short run-up to the spot, and he pauses for a second before striking it. Virginia still dived the right way, but couldn't get near it as it nestled into the bottom corner. 1-0 Ajax! ",penalty_goal,"[' S. Haller ', ' Penalty Goal ']",Ajax,timer,Ajax,AJX,Sporting CP,SCP,4 - 2,Ajax vs Sporting Cp,12/07/21,https://www.goal.com/en/match/ajax-vs-sporting-cp/2wfv8qqb44frru5m3nyekd4wk,Ajax vs Sporting Cp,12/07/21,https://www.goal.com/en/match/ajax-vs-sporting-cp/2wfv8qqb44frru5m3nyekd4wk,Group Stage,2,Normal Time
8, Robertson feeds Salah on the right flank with a cross-field pass and the forward does the rest with a fine finish. ,assist,"[' A. Robertson ', ' Assist ']",Liverpool,timer,Atletico Madrid,ATM,Liverpool,LIV,2 - 3,Atletico madrid Vs Liverpool,10/19/21,https://www.goal.com/en/match/atletico-madrid-vs-liverpool/avhmom1lg8fqyph5f8yn4oftg,Atletico madrid Vs Liverpool,10/19/21,https://www.goal.com/en/match/atletico-madrid-vs-liverpool/avhmom1lg8fqyph5f8yn4oftg,Group Stage,1,Normal Time
8," GOALLLLLLLLLLLLLLLLLLLLL!!!!!!!! HAVERTZ HEADS HOME!!!!! 1-0 CHELSEA!!!!! The Blues take the lead as Havertz gets a deserved goal following a fast start to the game. Ziyech curls a fine cross into the box from a corner on the left flank. Havertz is left unmarked in the box and rises to connect with the delivery, heading his effort into the ground before it finds the top-left corner. ",goal,"[' K. Havertz ', ' Goal ']",Chelsea,timer,Chelsea,CHE,Lille,LIL,2 - 0,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,Chelsea vs Lille,02/22/22,https://www.goal.com/en/match/chelsea-vs-lille/pbr39zu13abq4hbvw4jrsm50,R16,1,Normal Time
8," GOALLLLLLLLLLLLLLLLLL!!!! GUEYE BLASTS PSG AHEAD!!!! 1-0!!!!!! The home side take the lead through Gueye from close range. Mbappe latches on a precise ball from Hakimi down the right flank. The Frenchman finds space and delivers a dangerous low cross into the middle. Neymar fails to connect, but Gueye latches on to it before hammering a right-footed strike into the top-right corner. The perfect start for PSG. ",goal,"[' I. Gueye ', ' Goal ']",PSG,timer,PSG,PSG,Manchester City,MCI,2 - 0,Psg vs Manchester City,09/28/21,https://www.goal.com/en/match/psg-vs-manchester-city/3zrwf6645bdtzygif2mvrtkwk,Psg vs Manchester City,09/28/21,https://www.goal.com/en/match/psg-vs-manchester-city/3zrwf6645bdtzygif2mvrtkwk,Group Stage,1,Normal Time
